country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
"",aggregated,1996,0.810812422118246001,0.80463179337150903,0.815104524056887936,,
"",aggregated,2016,0.728669098945264104,0.699366842946461009,0.75232495805409294,,
"",aggregated,1997,0.807631917355475015,0.800509120675810926,0.813333197676759934,,
"",aggregated,1998,0.803572416156033031,0.795979231606269044,0.810815970412312015,,
"",aggregated,1999,0.79958587386379798,0.792198674038224082,0.806636630135865951,,
"",aggregated,2012,0.745366486209900869,0.725737564671463109,0.757290344986710995,,
"",aggregated,2013,0.741209365987081981,0.720340878119935857,0.756281164384558058,,
"",aggregated,2014,0.737004446479312958,0.712212707792949096,0.754390380815699979,,
"",aggregated,2015,0.732561000888558023,0.705398664705877865,0.753606080355999075,,
"",aggregated,2017,0.724003045059889994,0.692417929701862889,0.750834164763728107,,
"",aggregated,1993,0.816241662517377176,0.812492360686984938,0.820942468450475027,,
"",aggregated,1994,0.814989553368034025,0.811307011262549005,0.818989955842273964,,
"",aggregated,1995,0.813003841348915124,0.808308871045529953,0.817079287542996968,,
"",aggregated,2006,0.769416381169269137,0.762124229442145973,0.776587194410829129,,
"",aggregated,2000,0.79514115415111708,0.787802224333808976,0.802499139278620044,,
"",aggregated,2001,0.790737192469195826,0.783819989776423975,0.797901762563146932,,
"",aggregated,2005,0.774114033189305051,0.767207905239926991,0.781014316080082094,,
"",aggregated,2007,0.765737751939305933,0.75732513462197093,0.772758955511525847,,
"",aggregated,2019,0.716114033773664116,0.675338491955069897,0.749285934884683091,,
"",aggregated,2011,0.750165037221794173,0.733803578634885989,0.75857754295013502,,
"",aggregated,2020,0.713427674341634011,0.67075892593347497,0.748701786958573035,,
"",aggregated,2018,0.720377450524007035,0.684389698509136002,0.750108422767715943,,
"",aggregated,2008,0.761688725613565043,0.752381739094056923,0.768437077282335901,,
"",aggregated,2009,0.75785496059172297,0.746925691009850956,0.76440110632372904,,
"",aggregated,2010,0.753944370584247125,0.740682359127067036,0.760268660893279047,,
"",aggregated,2002,0.786909691440599079,0.779494443575160068,0.793766048155560067,,
"",aggregated,2003,0.782791704992642945,0.775286851130035815,0.789433117714442023,,
"",aggregated,2004,0.778326466947955931,0.771178807064799021,0.785124987521074069,,
