country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
"",aggregated,2019,0.761108197939909137,0.747541199358146002,0.770995185091052027,,
"",aggregated,1999,0.778072437563945951,0.774858266244127014,0.78204996485427003,,
"",aggregated,2002,0.775327440394581013,0.771729327471230908,0.778573467671857977,,
"",aggregated,2004,0.773415897736365099,0.769462174212667938,0.776548877449557917,,
"",aggregated,2003,0.774369423234451015,0.770764532403651947,0.777511296891282955,,
"",aggregated,2012,0.766471890114927001,0.758772686767484994,0.772871018808437005,,
"",aggregated,1997,0.780020298734753981,0.776120620243160864,0.784050914693074086,,
"",aggregated,2014,0.764965755749393961,0.75601974436566588,0.772199246742032885,,
"",aggregated,2015,0.764304459817177984,0.754444840066560984,0.77197610745667089,,
"",aggregated,2016,0.76341264814879406,0.752523940949840986,0.771425979223909097,,
"",aggregated,2017,0.762660641590925947,0.75101999390558305,0.771626248675359894,,
"",aggregated,2020,0.76051813761961784,0.746449990416026998,0.770864384523857082,,
"",aggregated,1993,0.783728108682482882,0.778277317837632099,0.789289040663737951,,
"",aggregated,2006,0.771482734530886005,0.766970359432510018,0.775296827552617973,,
"",aggregated,2008,0.769741728845770967,0.764739260373277996,0.774105091108035048,,
"",aggregated,2011,0.76715725977933602,0.760218841402502954,0.773174646732089021,,
"",aggregated,2013,0.765654873292919147,0.757197301377089182,0.772707266171407947,,
"",aggregated,1998,0.779135529684502948,0.775604288727905877,0.782876362737145004,,
"",aggregated,2000,0.777189580971177074,0.773773599379394939,0.780578360647377067,,
"",aggregated,2001,0.776288648443071994,0.772748034764621949,0.779966824842219908,,
"",aggregated,2018,0.761970152695199077,0.750230910512274085,0.770813236292974047,,
"",aggregated,1994,0.782749351772627944,0.778032797940071963,0.788179534296537976,,
"",aggregated,1995,0.781877000191616989,0.777296929267965009,0.78715407601553411,,
"",aggregated,2007,0.77063244973279299,0.765559151983925879,0.774671098233344124,,
"",aggregated,2005,0.77252748653445702,0.76835679325652706,0.775956278172662994,,
"",aggregated,2009,0.76880124631647706,0.763172342362594902,0.77374787363459796,,
"",aggregated,2010,0.767930518875622026,0.761731535764137102,0.773534287618889094,,
"",aggregated,1996,0.78085846213512089,0.776782135413454866,0.785477201326026941,,
