country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
"",aggregated,2011,0.772940145376545096,0.754301239798759071,0.775444415951367039,,
"",aggregated,2006,0.777255928028489085,0.77532159450175997,0.788128636151892992,,
"",aggregated,2004,0.780847016917864956,0.776336988522854043,0.79492088776863401,,
"",aggregated,1996,0.795330496018357147,0.779594504653671971,0.816654579837233996,,
"",aggregated,1999,0.789642127542317107,0.778458697978067993,0.811394013970267003,,
"",aggregated,2010,0.773949501517609995,0.760421204620170932,0.776156778479925147,,
"",aggregated,2005,0.778799676614946979,0.775894701261759079,0.791792967074130938,,
"",aggregated,2000,0.78856157335793986,0.777971671771132023,0.80756403578884195,,
"",aggregated,1998,0.792186710963314056,0.778982438366419117,0.814592029561457043,,
"",aggregated,2015,0.770199221489522023,0.735831270901359025,0.774385427540560944,,
"",aggregated,1993,0.799194195263320917,0.780482120346592034,0.819161729454782939,,
"",aggregated,1994,0.798742026848776931,0.780145628866456997,0.818640441995656887,,
"",aggregated,1995,0.797646130660464858,0.779858172811532024,0.81755245785487396,,
"",aggregated,2002,0.784545207440869086,0.777139016988787956,0.801178160739818068,,
"",aggregated,2008,0.775713576418185946,0.771025653144764012,0.781950464692551916,,
"",aggregated,2013,0.771573120335925955,0.747747622280945934,0.775052756450808067,,
"",aggregated,2003,0.782297085059856068,0.776772741528752197,0.798138996443089055,,
"",aggregated,2007,0.776318547252918045,0.773375168590109907,0.785368609534319084,,
"",aggregated,2017,0.768768474930391021,0.725358474956710908,0.774111094788499043,,
"",aggregated,2019,0.767338593162035898,0.715228975285327029,0.773432882997974858,,
"",aggregated,2020,0.767148346100101075,0.708357836259622897,0.773388324967358987,,
"",aggregated,2018,0.768091516097881066,0.719193603808292004,0.773767746560834913,,
"",aggregated,2001,0.786167815224125932,0.777622768241675089,0.804334802205637134,,
"",aggregated,2009,0.774876419491123958,0.766240597700776904,0.778611833161762967,,
"",aggregated,2012,0.772265665060751005,0.750038713000185098,0.775220045386262102,,
"",aggregated,2016,0.769722708083455887,0.735356167293555019,0.774162357360315911,,
"",aggregated,1997,0.793651998076858933,0.779215541751910878,0.815384467602966012,,
"",aggregated,2014,0.770922297235647869,0.7421019998866899,0.774745140091902873,,
