country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
LDC,aggregated,1996,0.826744113548769088,0.820687793022242928,0.832283432849450833,,
LDC,aggregated,2011,0.779516051295697121,0.764941217106805849,0.786625158306084149,,
LDC,aggregated,2018,0.756087453749929028,0.726451629818525069,0.780144882516166982,,
LDC,aggregated,2019,0.752601223873344938,0.723479454009269052,0.779689456641319945,,
LDC,aggregated,2007,0.791720741251962012,0.784786827044717916,0.797638792817734976,,
LDC,aggregated,2003,0.805013251621020998,0.798883457909090988,0.811590946384330936,,
LDC,aggregated,2012,0.776799389902194104,0.759354958255374024,0.785353533095219158,,
LDC,aggregated,2016,0.762804663510531888,0.736957054527255018,0.782219908868066915,,
LDC,aggregated,2009,0.78596027354957998,0.77547551250229696,0.79133173079515795,,
LDC,aggregated,2014,0.76901536664200898,0.749064783697720893,0.783829432808489046,,
LDC,aggregated,2017,0.759438209565728051,0.732708130251527034,0.781342213518151918,,
LDC,aggregated,1995,0.828480512971224936,0.823796174936627934,0.833741699676685877,,
LDC,aggregated,2000,0.814800553873900935,0.808244989485367937,0.821805317539348046,,
LDC,aggregated,2001,0.811998678213179059,0.805407531877682104,0.817800743644740979,,
LDC,aggregated,2002,0.808138922614196953,0.801930770825757033,0.815005250886621013,,
LDC,aggregated,1997,0.824812199226894083,0.818213342738205895,0.830496575475684118,,
LDC,aggregated,2013,0.772372394025982012,0.755680186145616051,0.784297930765622153,,
LDC,aggregated,1993,0.830513969425464071,0.82510124768521298,0.837445896346348029,,
LDC,aggregated,1994,0.829794775183164024,0.824777553399762997,0.83567872320055292,,
LDC,aggregated,2010,0.782363200437607875,0.76986421474208,0.788601566683209132,,
LDC,aggregated,2005,0.798341094556714093,0.79178241971496488,0.804722486158730987,,
LDC,aggregated,2008,0.788530946587495007,0.780606097518625974,0.794642019698357904,,
LDC,aggregated,2020,0.748746003143079153,0.715570706940041878,0.778514935658851992,,
LDC,aggregated,1998,0.822035762810884973,0.815493384842491009,0.82921568302749793,,
LDC,aggregated,1999,0.818304691814262131,0.811878248332365882,0.82502534906605407,,
LDC,aggregated,2004,0.801608287986545154,0.795063441025804174,0.80774752623232593,,
LDC,aggregated,2006,0.794994319010924988,0.788709444506550006,0.80142801867882596,,
LDC,aggregated,2015,0.765870271189984964,0.742789508225660922,0.782798341423404986,,
