country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
"",aggregated,1997,0.886299333675037881,0.885906372800272957,0.886709379805228015,,
"",aggregated,2014,0.884012045105074029,0.883813429010764096,0.884223475140953119,,
"",aggregated,1993,0.886922945498035076,0.886581240389544112,0.88719630958482798,,
"",aggregated,1995,0.886632496155817962,0.886248077908765031,0.886991286519732913,,
"",aggregated,2012,0.884120963608405863,0.883915940543310907,0.884261916965659145,,
"",aggregated,2000,0.885812403895438027,0.885298564838544078,0.886171194259353978,,
"",aggregated,2007,0.884454126089185055,0.88415940543311089,0.884825730394669052,,
"",aggregated,2008,0.88432598667350093,0.884120963608405863,0.88463352127114292,,
"",aggregated,2011,0.88417862634546418,0.883967196309584979,0.88430035879036395,,
"",aggregated,1994,0.886837519220912029,0.886410387835298019,0.887093798052280835,,
"",aggregated,2009,0.88427473090722708,0.884069707842132124,0.884505381855459016,,
"",aggregated,2015,0.883967196309584979,0.883712330373917943,0.884146591491542955,,
"",aggregated,2003,0.885133264992312041,0.884697590978984927,0.885620194771911895,,
"",aggregated,2004,0.884941055868785131,0.884531009738595886,0.885402357765249004,,
"",aggregated,2013,0.884056893900563967,0.883864684777037946,0.884236289082521942,,
"",aggregated,2018,0.883807560415237115,0.883387063642841031,0.883967196309584979,,
"",aggregated,2019,0.883756742702260012,0.883245330674245044,0.883967196309584979,,
"",aggregated,1996,0.886410387835298019,0.886085767982230932,0.886888774987185879,,
"",aggregated,1998,0.886154109003930102,0.885709892362890994,0.886512899367844942,,
"",aggregated,1999,0.885940543311122042,0.885504869297795927,0.886350589441311953,,
"",aggregated,2010,0.884223475140953119,0.884018452075857941,0.884377242439774003,,
"",aggregated,2020,0.883717134002427906,0.883149355953935955,0.883967196309584979,,
"",aggregated,2002,0.885351101998974932,0.884889800102512059,0.8858636596617121,,
"",aggregated,2016,0.883915940543310907,0.883621191239542969,0.884044079958995033,,
"",aggregated,2005,0.884736032803689953,0.884364428498205957,0.885171706817017068,,
"",aggregated,2006,0.88458226550486907,0.884172219374680046,0.884992311635059092,,
"",aggregated,2017,0.883861772897392983,0.88344872276655706,0.884018759398119025,,
"",aggregated,2001,0.88558175294720709,0.885094823167606015,0.886017426960532983,,
