country,group,year,rli,qn05,qn95,n_sp,n_gen_changes
"",aggregated,1998,0.87833972978845487,0.868168511338254012,0.889822033195015072,,
"",aggregated,2007,0.830150932683219933,0.817024869203529014,0.84238431498011801,,
"",aggregated,2003,0.852668935581577969,0.840832441001175046,0.862718467219747875,,
"",aggregated,1994,0.891301253222692047,0.886037091473806937,0.897495986324418071,,
"",aggregated,2001,0.864274485303872964,0.852214364395329049,0.87431089041591703,,
"",aggregated,2008,0.825516978215267039,0.81103830238284913,0.837439415123921949,,
"",aggregated,2014,0.793629171851711002,0.761380860737785103,0.821431283964168979,,
"",aggregated,2017,0.776689431322579948,0.729469107036060826,0.818094987671699081,,
"",aggregated,2018,0.769793507510279973,0.720974519614305032,0.817687227462327026,,
"",aggregated,2019,0.763645888701572018,0.71424821922102999,0.815558506250618986,,
"",aggregated,2020,0.760665923464655891,0.707743025150617044,0.814619844345925048,,
"",aggregated,2004,0.845956287819765063,0.835888158988724039,0.857383982458537974,,
"",aggregated,2010,0.816801525284069019,0.795884808872360017,0.827390994012566994,,
"",aggregated,2013,0.799352565266439941,0.768594361258346015,0.822903797267210968,,
"",aggregated,1996,0.887486226860107918,0.877933295502887123,0.893158081180277952,,
"",aggregated,2015,0.787757894509744983,0.754961423583973001,0.819872335548175846,,
"",aggregated,2016,0.782106889722023024,0.739448023041570979,0.81959213553101895,,
"",aggregated,2002,0.857200677644572973,0.846368645705679046,0.868249592179387908,,
"",aggregated,2009,0.820530609508482112,0.804386643087421915,0.831792702511295778,,
"",aggregated,2006,0.835952077790345971,0.824278493127771017,0.846846085007574967,,
"",aggregated,1993,0.892280600775762989,0.886473340630575812,0.898528150071339127,,
"",aggregated,2011,0.810569942685780087,0.784307985499829052,0.82503306319527403,,
"",aggregated,2012,0.80457255860275001,0.774542827380073073,0.823314254464285855,,
"",aggregated,2000,0.867890406086979982,0.856691929974594091,0.879333320710184996,,
"",aggregated,1999,0.874260677867558011,0.862941548925839075,0.884297430098983983,,
"",aggregated,1995,0.889706332081619089,0.88350192749055001,0.895795370821897974,,
"",aggregated,1997,0.884277147398447982,0.872960158174074907,0.892075370138806001,,
"",aggregated,2005,0.841628520239725009,0.830420476835914134,0.85232303596395298,,
